candidate_id,gender,ethnicity,education,years_experience,skills,label
42,male,groupB,masters,11,score;which;current;page,1
43,male,groupB,masters,14,organization;ground;easy;return,1
44,unknown,groupA,masters,0,project;international;identify;boy,0
45,female,groupA,phd,15,field;street;member;employee,0
46,male,groupB,masters,1,require;join;close;total,0
47,male,groupC,bachelors,5,next;at;those;detail,1
48,female,groupA,masters,20,better;finish;this;song,1
49,male,groupA,bachelors,7,land;lay;space;letter,1
50,female,groupB,masters,9,woman;simply;where;money,0
51,female,groupC,masters,0,same;mouth;keep;member,0
52,female,groupA,bachelors,15,style;believe;anything;several,1
53,non-binary,groupB,bachelors,5,road;rate;better;dinner,0
54,male,groupB,bachelors,4,relationship;should;window;back,0
55,female,groupB,masters,13,within;teacher;president;fall,0
56,male,groupA,bachelors,16,start;real;couple;participant,1
57,male,groupB,phd,8,direction;body;season;want,1
58,female,groupA,phd,0,fly;some;agent;evidence,1
59,female,groupA,phd,14,side;civil;camera;blood,1
60,male,groupB,masters,15,room;western;old;former,1
61,non-binary,groupA,phd,13,most;student;score;inside,0
62,male,unknown,phd,8,no;grow;event;yet,0
63,female,groupA,masters,7,herself;keep;product;always,1
64,male,groupB,phd,9,kind;serious;sea;tree,1
65,male,groupA,bachelors,17,away;second;parent;beyond,1
66,female,groupA,phd,19,knowledge;front;lay;area,0
67,unknown,groupA,masters,4,air;over;project;hard,1
68,male,groupA,phd,12,threat;discover;town;specific,0
69,female,groupA,masters,9,manage;bar;environmental;even,0
70,female,groupA,masters,20,national;ability;red;debate,1
71,female,groupA,bachelors,11,real;artist;will;college,0
72,female,groupA,bachelors,3,door;give;beautiful;huge,0
73,non-binary,groupA,masters,20,one;their;lay;despite,1
74,male,groupC,bachelors,6,natural;space;notice;baby,1
75,male,groupB,phd,7,gas;choice;third;tax,1
76,female,groupA,masters,17,central;main;his;reveal,1
77,male,groupA,phd,9,water;spend;decade;practice,1
78,female,groupA,masters,3,skill;travel;offer;available,1
79,female,groupB,phd,7,fire;billion;away;vote,1
80,male,groupA,masters,11,cut;seek;chance;suffer,1
81,unknown,groupA,phd,1,simple;mother;young;financial,0
82,male,groupB,phd,5,test;artist;source;face,1
83,male,groupB,phd,20,able;look;old;world,1
84,male,unknown,bachelors,7,onto;present;ten;feeling,1
85,male,groupA,masters,12,agent;matter;fly;room,1
86,unknown,groupC,phd,9,might;successful;fight;north,1
87,female,groupB,masters,18,throughout;write;beautiful;bill,0
88,female,groupA,masters,12,drop;site;PM;charge,1
89,female,groupA,bachelors,17,resource;along;in;five,1
90,male,groupA,masters,19,require;stand;people;one,0
91,male,groupA,masters,4,either;local;rule;offer,0
92,female,groupA,masters,3,weight;sound;bank;season,0
93,female,groupA,bachelors,12,style;staff;wind;last,1
94,female,groupA,bachelors,3,expect;maybe;put;front,0
95,male,groupB,phd,7,kitchen;room;wrong;which,0
96,male,groupA,phd,5,eight;easy;detail;bar,0
97,male,groupA,phd,9,pattern;available;son;yourself,1
98,male,groupC,phd,7,eye;federal;civil;effort,0
99,male,groupA,phd,17,industry;peace;send;individual,1
100,female,groupA,phd,4,admit;continue;prepare;operation,0
101,female,groupA,masters,11,agent;away;personal;campaign,1
102,female,groupB,phd,7,argue;beautiful;per;head,0
103,male,groupC,phd,16,here;trade;produce;east,1
104,male,groupA,masters,12,him;season;writer;open,0
105,female,groupB,bachelors,6,amount;bed;fall;thank,1
106,female,groupC,bachelors,11,serious;leader;middle;share,1
107,male,groupB,phd,9,gas;nature;recognize;sometimes,1
108,unknown,groupB,masters,6,toward;help;reflect;do,0
109,male,groupC,masters,16,sea;just;dark;around,1
110,male,groupB,bachelors,19,tree;both;page;group,1
111,female,groupA,bachelors,11,your;pass;politics;decade,0
112,male,unknown,bachelors,19,election;fall;city;history,0
113,male,groupA,phd,3,few;there;owner;subject,0
114,female,groupA,phd,7,health;generation;cold;few,1
115,male,groupA,masters,5,never;public;sometimes;analysis,1
116,non-binary,groupA,masters,3,beautiful;crime;laugh;skill,1
117,female,groupB,bachelors,2,guy;success;color;these,0
118,female,groupC,bachelors,8,hotel;exist;event;fall,1
119,female,groupB,phd,5,sure;theory;increase;most,0
120,female,groupC,phd,15,hospital;power;list;main,1
121,male,groupA,phd,11,citizen;push;radio;inside,0
122,female,groupA,phd,6,tend;try;set;that,0
123,male,groupA,bachelors,6,pretty;newspaper;age;official,0
124,male,groupA,masters,9,forget;morning;street;sign,0
125,female,groupA,masters,14,those;page;state;everyone,1
126,male,groupC,phd,2,feeling;read;speech;within,0
127,non-binary,groupC,masters,12,like;risk;always;major,0
128,unknown,groupA,masters,4,sport;well;heavy;fight,1
129,male,groupA,bachelors,7,discover;picture;party;whom,0
130,male,groupA,masters,6,require;short;major;before,0
131,male,groupB,bachelors,7,candidate;woman;throw;than,0
132,male,unknown,bachelors,18,avoid;talk;poor;letter,0
133,female,groupA,phd,12,note;town;house;trip,1
134,male,groupB,bachelors,2,inside;want;growth;benefit,0
135,male,groupB,masters,16,many;building;professional;business,1
136,female,groupB,masters,15,man;defense;common;above,0
137,male,groupA,masters,11,official;specific;give;reason,1
138,non-binary,groupB,masters,5,present;reality;until;key,1
139,male,groupB,phd,10,create;safe;treat;administration,0
140,female,groupA,masters,2,crime;minute;young;direction,1
141,non-binary,unknown,phd,17,way;cold;respond;something,1
142,non-binary,groupA,phd,19,plan;parent;contain;miss,1
143,male,groupA,bachelors,8,pay;fear;stage;benefit,1
144,male,groupA,masters,6,firm;environment;staff;investment,1
145,female,groupA,bachelors,13,add;TV;require;can,1
146,male,groupA,masters,16,sound;and;or;decide,1
147,male,groupB,bachelors,1,another;record;again;wear,1
148,female,groupB,masters,16,manager;shoulder;big;strong,1
149,female,groupA,phd,5,page;agreement;shake;evening,1
150,unknown,groupB,bachelors,19,instead;material;stock;third,1
151,male,groupB,masters,18,source;them;board;too,1
152,male,groupA,phd,8,figure;leave;before;road,0
153,male,groupA,masters,9,media;rich;thing;price,0
154,male,groupA,masters,1,baby;must;style;than,1
155,female,groupA,bachelors,0,attack;civil;site;throughout,0
156,female,groupA,bachelors,0,drop;happen;leg;visit,0
157,male,groupA,masters,1,too;late;improve;whatever,1
158,female,groupB,phd,7,among;us;month;ok,1
159,female,groupC,masters,1,during;amount;near;guess,1
160,non-binary,groupA,bachelors,15,someone;bit;popular;anyone,1
161,male,groupA,bachelors,2,effort;new;major;care,0
162,female,groupA,masters,12,accept;likely;scientist;marriage,1
163,female,groupA,bachelors,10,mission;notice;thus;up,0
164,male,groupA,phd,2,catch;parent;discussion;guy,0
165,male,groupA,bachelors,4,eight;development;difference;act,0
166,female,groupB,masters,11,move;three;too;century,0
167,female,groupB,masters,5,girl;training;management;major,1
168,male,groupB,phd,18,true;heart;vote;chance,1
169,male,groupB,phd,5,certainly;difference;key;cover,0
170,female,groupB,phd,1,military;by;specific;on,1
171,male,groupA,masters,0,use;involve;safe;institution,0
172,female,groupB,phd,0,father;fly;sea;lay,0
173,male,groupA,bachelors,2,interesting;experience;last;both,1
174,male,groupB,bachelors,6,shake;change;morning;often,1
175,female,groupA,masters,10,mouth;above;much;you,1
176,female,groupA,masters,19,live;yet;hear;up,1
177,male,groupA,masters,16,town;draw;first;away,1
178,female,groupB,masters,0,ability;central;most;member,0
179,female,groupA,bachelors,16,past;grow;site;Mr,1
180,male,groupA,bachelors,7,protect;place;however;lay,0
181,male,groupA,phd,10,already;local;water;partner,0
182,male,groupA,bachelors,4,along;focus;prove;skill,1
183,male,groupA,bachelors,9,image;lead;home;realize,1
184,male,groupC,bachelors,15,should;end;process;hit,0
185,male,groupA,bachelors,10,forget;group;right;often,0
186,female,groupA,phd,4,trial;nature;culture;despite,1
187,male,groupC,masters,18,culture;direction;act;but,1
188,female,groupA,phd,20,available;book;myself;too,1
189,female,groupB,masters,16,middle;price;about;idea,1
190,female,groupB,phd,18,century;must;generation;money,1
191,male,groupA,masters,20,number;describe;bed;air,1
192,male,groupC,masters,14,society;Mrs;money;hear,1
193,male,groupA,bachelors,9,ahead;such;science;look,0
194,male,groupB,phd,0,country;seven;every;bill,0
195,female,groupA,phd,20,win;movie;win;fall,1
196,male,groupB,masters,6,participant;grow;professor;black,0
197,female,groupA,bachelors,20,right;recent;human;herself,1
198,unknown,groupA,masters,6,difficult;rather;have;bad,1
199,female,groupB,masters,5,concern;where;statement;power,0
200,female,groupA,masters,4,heavy;happen;couple;fear,0
201,male,groupB,phd,11,especially;friend;answer;because,1
202,female,groupA,bachelors,9,direction;season;cause;off,0
203,male,groupA,masters,15,American;man;fast;be,1
204,male,groupA,masters,14,bit;machine;subject;left,1
205,male,groupA,masters,18,or;after;late;year,0
206,male,groupB,phd,0,order;until;really;into,0
207,male,groupA,masters,0,play;well;than;computer,0
208,female,groupB,bachelors,14,consumer;rate;allow;brother,0
209,male,groupA,masters,14,peace;be;appear;important,1
210,female,groupA,bachelors,20,fill;up;win;population,1
211,non-binary,groupA,masters,2,rule;standard;sport;prepare,0
212,female,groupB,bachelors,11,key;consider;either;deal,0
213,female,groupA,masters,16,center;series;leg;especially,1
214,unknown,groupB,bachelors,9,short;stock;special;near,0
215,female,groupA,masters,9,soon;against;painting;debate,1
216,female,groupA,bachelors,19,wish;nice;almost;though,0
217,female,groupA,masters,18,pretty;huge;blood;two,1
218,male,groupA,masters,15,reflect;no;exactly;despite,1
219,male,groupA,phd,15,would;address;conference;both,1
220,male,groupB,bachelors,4,truth;standard;wide;own,0
221,male,groupA,phd,4,on;chance;four;take,1
222,female,groupA,masters,19,seem;same;floor;rock,1
223,male,groupA,masters,4,billion;conference;present;bill,1
224,male,groupA,masters,1,this;quite;indeed;left,0
225,female,groupA,masters,9,present;clear;minute;just,0
226,male,groupA,bachelors,8,away;team;decade;air,0
227,female,groupC,phd,5,nature;everyone;edge;body,1
228,male,groupB,bachelors,17,clear;former;outside;level,1
229,male,groupA,bachelors,15,front;avoid;for;contain,1
230,male,groupC,phd,15,member;store;campaign;success,1
231,female,groupA,phd,20,suddenly;fine;just;fine,1
232,male,groupA,bachelors,4,sell;red;get;language,0
233,unknown,groupA,masters,4,east;including;interesting;wide,0
234,male,unknown,masters,20,community;while;image;party,1
235,male,groupA,masters,19,control;box;forget;season,1
236,male,groupB,phd,13,matter;scientist;case;rather,1
237,female,groupA,phd,16,art;foot;total;vote,1
238,female,groupC,bachelors,14,show;lead;large;life,1
239,non-binary,groupB,bachelors,20,that;may;probably;artist,1
240,female,unknown,masters,11,four;authority;bank;before,1
241,non-binary,groupA,bachelors,12,short;time;spend;drug,1
242,female,groupB,phd,6,yeah;minute;understand;still,0
243,unknown,groupA,bachelors,13,beat;perform;baby;cover,1
244,male,groupB,phd,6,seven;scientist;benefit;along,1
245,male,groupA,bachelors,12,common;operation;employee;prove,1
246,female,groupA,masters,5,never;once;Mr;institution,1
247,male,groupA,phd,18,statement;hit;break;unit,1
248,male,groupA,bachelors,9,main;on;attack;effort,0
249,male,groupA,bachelors,0,hold;only;attention;bar,0
250,female,groupA,bachelors,9,factor;care;defense;blue,0
251,male,unknown,bachelors,7,right;think;concern;until,0
252,male,groupA,bachelors,10,have;forget;receive;which,1
253,male,groupA,masters,1,former;religious;customer;candidate,0
254,female,groupB,phd,12,than;person;activity;face,0
255,female,groupA,bachelors,2,call;out;material;beautiful,0
256,male,groupB,phd,18,out;firm;might;image,1
257,female,groupB,bachelors,7,wait;charge;gas;window,0
258,male,groupB,phd,13,culture;huge;this;near,0
259,female,groupB,masters,6,time;wonder;gun;that,1
260,male,groupB,bachelors,2,white;company;whose;general,1
261,female,groupB,phd,1,director;relationship;pattern;chance,0
262,male,groupA,phd,18,bar;personal;trial;receive,1
263,male,groupB,bachelors,10,rock;skin;sound;world,0
264,non-binary,groupB,masters,5,quality;consumer;make;increase,0
265,female,groupA,phd,6,management;them;but;father,1
266,male,groupC,masters,1,manage;action;amount;tonight,0
267,male,groupA,phd,16,save;owner;study;front,1
268,male,groupA,masters,7,prevent;camera;else;wonder,0
269,female,groupA,phd,6,probably;fund;call;value,1
270,male,groupA,masters,1,political;vote;interview;many,0
271,unknown,groupA,masters,3,goal;or;beat;national,0
272,female,groupA,masters,4,realize;view;bed;type,1
273,male,groupA,phd,20,population;as;maintain;day,1
274,male,groupA,phd,2,laugh;language;especially;when,0
275,male,groupA,masters,9,tell;certainly;security;upon,1
276,female,groupA,masters,12,investment;whether;any;life,0
277,male,groupA,phd,8,me;perhaps;mind;collection,1
278,male,groupC,phd,18,born;wrong;doctor;suddenly,1
279,female,groupA,masters,3,party;speak;else;century,1
280,female,groupA,bachelors,14,plan;stock;plan;suffer,1
281,female,groupA,bachelors,12,beat;color;war;religious,0
282,male,groupA,phd,8,fight;might;tend;ok,1
283,male,groupA,masters,2,easy;event;improve;fine,1
284,female,groupA,phd,14,indeed;item;box;or,1
285,male,groupA,phd,4,almost;final;smile;near,0
286,male,groupB,bachelors,8,account;station;phone;ahead,0
287,male,groupA,masters,13,capital;type;according;improve,0
288,male,groupA,bachelors,11,many;authority;see;letter,0
289,female,groupB,bachelors,4,here;how;production;good,0
290,female,groupB,masters,20,strategy;ready;stage;policy,1
291,female,groupB,masters,8,international;land;best;collection,0
292,male,groupA,bachelors,4,performance;team;chair;expert,0
293,female,groupC,masters,12,color;drive;economy;agree,1
294,female,groupB,masters,9,you;yourself;hour;station,0
295,male,groupA,phd,8,ready;mean;animal;debate,1
296,female,groupC,phd,5,start;reveal;later;over,0
297,female,groupC,masters,9,education;talk;like;rich,0
298,female,groupA,bachelors,13,class;experience;since;wonder,1
299,male,unknown,phd,1,Democrat;newspaper;policy;protect,0
300,female,groupA,bachelors,5,Congress;brother;keep;player,1
301,female,groupA,masters,18,forward;card;clear;support,1
302,female,groupA,phd,11,bed;main;particularly;person,0
303,female,groupB,masters,14,evidence;spring;particular;Republican,0
304,male,groupA,masters,14,girl;up;apply;stock,0
305,male,groupA,masters,2,must;throughout;small;send,0
306,male,groupA,phd,9,outside;dinner;and;huge,1
307,female,groupA,phd,8,edge;structure;whom;force,1
308,female,groupA,bachelors,8,production;discover;bank;role,1
309,male,groupB,phd,0,forward;eye;require;political,1
310,female,groupB,phd,19,quality;population;follow;debate,1
311,male,groupA,masters,3,father;foot;song;traditional,1
312,male,groupC,phd,10,describe;cold;shake;fly,1
313,male,groupB,bachelors,14,others;level;building;beat,0
314,female,groupA,masters,1,culture;teacher;vote;individual,0
315,male,groupB,masters,11,ready;network;past;sport,1
316,female,groupA,masters,4,art;election;eight;room,0
317,female,groupA,bachelors,16,business;media;south;different,0
318,female,groupA,bachelors,17,generation;do;success;group,1
319,female,groupA,phd,10,yes;capital;whose;left,1
320,male,groupB,masters,2,tend;practice;deal;fear,0
321,male,groupB,bachelors,4,help;white;offer;success,0
322,female,groupA,masters,14,visit;area;idea;compare,1
323,female,unknown,phd,5,environmental;responsibility;pick;child,1
324,female,groupA,bachelors,14,well;set;always;no,1
325,female,groupB,phd,9,may;able;parent;out,0
326,non-binary,groupA,masters,6,entire;their;first;eight,1
327,male,groupA,bachelors,4,than;above;almost;allow,0
328,female,groupA,masters,14,control;a;enough;value,1
329,female,groupB,masters,13,center;play;sell;nation,1
330,male,groupA,bachelors,4,beat;authority;guess;everybody,0
331,male,groupA,bachelors,14,wide;artist;discussion;bill,1
332,male,groupB,phd,18,argue;social;whom;perform,1
333,unknown,groupA,bachelors,1,red;choice;young;skill,0
334,male,groupC,phd,4,actually;minute;real;form,1
335,female,groupA,masters,18,month;another;tend;team,0
336,male,groupA,phd,2,police;tax;fly;politics,0
337,male,groupA,masters,3,a;stage;pressure;north,1
338,male,groupA,masters,5,character;there;fire;board,0
339,non-binary,unknown,masters,18,hot;minute;fish;subject,1
340,female,groupA,masters,16,material;start;foreign;letter,1
341,unknown,groupB,phd,4,offer;sure;phone;number,0
342,female,groupA,bachelors,13,fill;address;likely;face,0
343,female,groupA,masters,7,short;cost;defense;name,0
344,female,groupA,phd,10,control;this;possible;within,1
345,non-binary,groupB,phd,19,process;defense;although;whether,1
346,male,unknown,bachelors,4,same;deep;dream;decade,0
347,male,groupB,phd,14,ten;someone;board;bill,1
348,female,groupA,masters,18,foot;single;training;represent,1
349,unknown,groupB,phd,14,family;some;sign;sit,1
350,male,groupA,phd,12,administration;allow;particular;upon,1
351,female,groupA,masters,3,campaign;plant;go;leave,0
352,female,groupA,bachelors,1,them;break;call;test,0
353,male,groupA,masters,9,bring;property;rich;traditional,1
354,female,groupA,masters,13,network;best;store;state,1
355,male,groupC,bachelors,19,majority;education;third;may,1
356,male,groupA,bachelors,0,another;control;film;eight,1
357,male,groupA,phd,9,market;floor;final;practice,0
358,non-binary,groupA,bachelors,16,production;green;between;before,0
359,unknown,groupA,bachelors,16,if;TV;site;PM,1
360,male,groupB,bachelors,6,operation;call;break;although,1
361,non-binary,unknown,masters,8,operation;boy;safe;serious,1
362,male,groupA,masters,7,whatever;boy;soldier;serious,0
363,male,groupA,bachelors,6,star;hand;majority;son,0
364,female,groupC,masters,11,economic;inside;simply;program,1
365,female,groupB,bachelors,2,nearly;bad;picture;commercial,0
366,male,groupA,masters,15,stand;the;person;call,0
367,male,groupA,masters,8,truth;what;skin;everybody,1
368,unknown,groupB,masters,6,administration;explain;for;black,0
369,unknown,groupA,bachelors,11,one;hair;perhaps;idea,1
370,female,groupA,bachelors,3,account;say;may;early,0
371,female,groupC,phd,5,particular;rather;action;say,0
372,male,groupA,masters,11,add;three;before;relate,1
373,male,groupA,bachelors,2,any;career;magazine;staff,0
374,male,groupA,masters,3,protect;source;key;role,1
375,non-binary,groupB,phd,10,rock;story;do;system,0
376,female,groupC,bachelors,12,blood;current;forward;really,1
377,female,groupB,bachelors,16,ask;call;I;they,1
378,female,groupA,masters,11,improve;various;other;value,1
379,female,unknown,phd,5,lose;almost;for;business,0
380,female,groupA,phd,15,thank;note;politics;stock,1
381,female,groupA,masters,1,old;system;expect;yourself,0
382,female,groupA,bachelors,0,big;camera;spend;theory,0
383,male,groupA,phd,4,time;explain;culture;among,0
384,male,groupC,bachelors,7,trial;nation;understand;Republican,0
385,male,groupB,bachelors,12,truth;receive;house;this,1
386,female,groupB,masters,8,capital;responsibility;everything;catch,1
387,male,groupA,bachelors,3,hit;thing;high;must,1
388,female,groupA,bachelors,14,write;maintain;blue;enter,0
389,male,groupA,bachelors,9,stop;serve;interview;whom,0
390,male,groupA,bachelors,13,remember;industry;say;child,1
391,female,groupB,bachelors,19,game;enter;he;suggest,0
392,female,groupC,bachelors,13,fly;effort;style;city,0
393,male,groupA,bachelors,7,within;allow;senior;six,0
394,male,groupA,bachelors,6,scene;husband;officer;lawyer,0
395,male,groupA,masters,19,education;foreign;mission;knowledge,1
396,female,groupA,phd,12,six;house;pull;a,0
397,male,groupA,masters,0,somebody;decision;apply;per,0
398,male,groupB,bachelors,15,career;lot;collection;scientist,1
399,male,groupA,masters,17,computer;value;eat;cut,0
400,male,groupA,phd,1,list;certainly;small;specific,0
401,male,groupB,phd,10,state;toward;billion;down,1
402,female,groupC,bachelors,19,near;easy;policy;financial,1
403,male,groupA,phd,11,side;on;rich;need,1
404,female,groupA,phd,6,per;street;man;rich,1
405,male,groupB,bachelors,0,account;bag;gun;exactly,0
406,female,groupA,bachelors,18,like;newspaper;under;program,0
407,female,groupA,bachelors,20,choice;they;tonight;method,1
408,non-binary,groupB,phd,9,report;prevent;before;win,1
409,female,unknown,masters,4,item;many;political;walk,1
410,male,groupA,masters,19,born;word;industry;direction,1
411,male,groupB,masters,18,example;family;institution;color,0
412,male,groupA,bachelors,15,action;whatever;knowledge;force,1
413,male,groupA,bachelors,10,five;deep;require;participant,0
414,female,groupA,phd,9,provide;girl;enough;foreign,1
415,male,groupC,masters,3,expect;public;real;meet,1
416,male,groupA,masters,3,Congress;foot;under;machine,1
417,unknown,groupC,bachelors,19,officer;nor;research;behind,1
418,female,groupA,bachelors,19,the;forward;water;unit,0
419,female,groupB,bachelors,7,already;gas;fill;order,0
420,unknown,groupA,masters,5,way;performance;tell;allow,0
421,male,groupC,masters,17,loss;thing;law;them,1
422,male,groupB,masters,0,fact;seek;admit;create,0
423,male,groupA,phd,6,do;hit;wife;activity,1
424,male,groupA,masters,12,ground;really;again;grow,1
425,female,groupA,masters,12,measure;usually;institution;either,1
426,male,groupB,masters,11,sing;really;protect;west,0
427,male,groupB,phd,10,dinner;far;girl;bank,1
428,male,groupA,phd,11,heavy;also;bit;since,0
429,female,groupA,masters,12,every;and;call;eat,0
430,female,groupA,phd,1,prepare;but;guy;center,0
431,female,groupB,phd,5,all;force;blood;serious,0
432,male,groupA,phd,12,travel;explain;speech;claim,1
433,male,groupA,masters,10,month;picture;reduce;everybody,1
434,female,groupA,bachelors,17,rule;assume;consider;piece,0
435,male,unknown,masters,12,decision;week;ball;him,1
436,female,groupB,bachelors,17,list;policy;quite;phone,1
437,female,groupA,masters,16,also;decide;too;old,0
438,male,groupA,masters,7,list;pass;star;compare,0
439,female,groupA,bachelors,8,occur;beautiful;year;local,0
440,male,groupB,masters,7,box;network;able;popular,1
441,male,groupA,phd,7,green;life;too;number,0
442,female,groupA,masters,1,decade;news;prove;full,0
443,unknown,groupB,phd,13,collection;just;challenge;key,0
444,male,groupA,phd,13,most;series;democratic;identify,1
445,non-binary,groupA,phd,3,effect;significant;when;after,1
446,female,groupB,bachelors,11,set;east;first;bar,0
447,male,groupA,bachelors,17,why;maintain;sing;program,1
448,male,groupA,phd,18,power;them;bill;other,1
449,male,groupA,bachelors,16,maybe;a;near;form,1
450,female,groupA,bachelors,7,perhaps;until;increase;likely,0
451,male,groupA,phd,14,reflect;worry;seven;already,1
452,non-binary,groupA,bachelors,6,concern;though;popular;kind,0
453,female,groupA,masters,18,condition;friend;respond;likely,1
454,male,groupB,masters,4,sometimes;meeting;instead;various,1
455,male,groupC,phd,12,term;learn;court;strong,1
456,unknown,groupB,masters,19,great;glass;point;around,1
457,female,groupA,bachelors,2,though;alone;current;official,0
458,male,unknown,masters,1,key;from;allow;teacher,1
459,male,groupA,bachelors,7,between;after;interesting;true,0
460,male,groupA,phd,2,expert;event;my;do,0
461,female,unknown,masters,11,father;soon;structure;wife,1
462,male,groupB,bachelors,7,discover;better;fall;right,1
463,male,groupA,bachelors,7,increase;could;community;company,1
464,male,groupB,bachelors,4,marriage;talk;determine;recognize,0
465,female,groupA,phd,6,movement;more;once;unit,1
466,male,groupB,masters,18,receive;their;accept;drive,0
467,male,groupC,phd,11,dream;property;yes;accept,1
468,male,groupB,bachelors,3,also;well;against;natural,0
469,female,groupA,phd,18,staff;agree;prevent;yard,1
470,male,groupA,phd,11,fear;against;leg;chance,1
471,female,groupA,masters,16,with;experience;help;two,1
472,non-binary,groupC,bachelors,8,run;husband;treat;about,0
473,unknown,groupA,phd,18,measure;dark;source;particularly,1
474,female,groupA,phd,6,age;stop;almost;enough,0
475,male,groupB,masters,4,reach;ready;state;that,1
476,male,groupA,bachelors,11,girl;herself;big;must,1
477,female,groupA,phd,13,business;project;eat;our,1
478,unknown,unknown,bachelors,15,resource;store;meet;Republican,0
479,male,groupA,masters,5,vote;only;prevent;list,0
480,male,groupA,phd,15,sign;approach;white;song,1
481,female,groupC,phd,10,trial;concern;carry;cost,1
482,male,groupA,phd,11,all;gun;find;walk,0
483,male,groupB,phd,18,into;despite;pay;fire,1
484,female,groupA,bachelors,6,statement;morning;else;woman,0
485,female,groupC,phd,19,reveal;another;north;laugh,1
486,female,groupB,phd,8,add;sign;job;size,1
487,female,groupC,phd,2,page;than;experience;occur,0
488,male,groupA,masters,15,rule;safe;fall;challenge,1
489,male,groupA,bachelors,1,administration;game;institution;author,0
490,male,unknown,phd,7,relate;write;high;message,1
491,male,groupA,phd,6,hear;book;boy;election,1
492,non-binary,groupB,phd,12,analysis;bed;should;why,0
493,female,groupA,masters,12,different;policy;yeah;smile,0
494,male,groupC,phd,3,party;together;door;police,1
495,female,groupA,masters,16,community;building;raise;thing,1
496,female,groupC,masters,16,sign;summer;though;evidence,0
497,female,groupB,masters,3,sign;commercial;particular;expert,0
498,female,groupC,phd,7,example;result;gun;two,0
499,female,groupB,masters,13,to;establish;course;meet,1
500,male,groupA,masters,14,me;listen;face;week,1
501,male,groupA,masters,4,option;traditional;boy;foot,0
502,female,groupB,phd,2,back;remember;throw;final,1
503,unknown,groupA,phd,13,teach;head;do;so,0
504,male,groupB,phd,7,drive;window;trade;program,0
505,male,groupB,bachelors,13,sell;whatever;rich;country,1
506,male,groupA,bachelors,20,side;kid;employee;today,1
507,male,unknown,bachelors,9,onto;of;thought;star,0
508,female,groupA,masters,16,fly;rest;knowledge;cost,1
509,female,groupA,masters,5,end;source;receive;natural,1
510,female,groupA,bachelors,13,may;firm;thousand;right,1
511,female,groupA,phd,12,record;list;discuss;experience,1
512,unknown,groupB,phd,20,reduce;middle;than;eye,1
513,female,groupC,phd,6,national;dark;camera;southern,1
514,female,groupB,bachelors,11,develop;senior;sport;nature,1
515,female,groupB,masters,0,ability;article;season;appear,1
516,unknown,groupA,bachelors,17,present;bed;even;management,1
517,female,groupA,phd,4,worker;land;operation;help,1
518,female,groupA,bachelors,18,budget;manager;that;either,0
519,male,groupA,masters,8,smile;push;pretty;as,1
520,female,groupC,bachelors,1,design;southern;several;true,0
521,female,groupA,phd,17,must;field;law;answer,1
522,male,groupA,phd,6,how;allow;who;model,1
523,female,groupA,bachelors,12,group;at;democratic;tree,0
524,female,groupB,masters,16,you;teacher;yet;poor,1
525,unknown,groupA,bachelors,10,teacher;successful;small;identify,1
